Query,Genus/Species,Nucleotide_acc,Protein_acc,start,end,dir,PfamID1,Name1,Description1,E-value1,PfamID2,Name2,Description2,E-value2,PfamID3,Name3,Description3,E-value3,,,,,,,,
WP_187414130.1,Nonomuraea sp. PA05,NZ_VSEY01000001.1,WP_148432698.1,514677,515625,+,PF00891,Methyltransf_2,O-methyltransferase domain,3.70E-39,,,,,,,,,,,,,,,,
WP_187414130.1,Nonomuraea sp. PA05,NZ_VSEY01000001.1,WP_148432579.1,515621,516860,+,PF00067,p450,Cytochrome P450,8.40E-31,,,,,,,,,,,,,,,,
WP_187414130.1,Nonomuraea sp. PA05,NZ_VSEY01000001.1,WP_148432580.1,517775,516902,-,PF00797,Acetyltransf_2,N-acetyltransferase,2.80E-37,,,,,,,,,,,,,,,,
WP_187414130.1,Nonomuraea sp. PA05,NZ_VSEY01000001.1,WP_187414130.1,517939,518734,+,PF05050,Methyltransf_21,Methyltransferase FkbM domain,1.90E-06,,,,,,,,,,,,,,,,
WP_187414130.1,Nonomuraea sp. PA05,NZ_VSEY01000001.1,WP_148432582.1,518730,519477,+,PF00378,ECH_1,Enoyl-CoA hydratase/isomerase,8.70E-44,PF16113,ECH_2,Enoyl-CoA hydratase/isomerase,5.90E-25,,,,,,,,,,,,
WP_187414130.1,Nonomuraea sp. PA05,NZ_VSEY01000001.1,WP_148432699.1,519488,521051,+,PF01144,CoA_trans,Coenzyme A transferase,1.60E-26,,,,,,,,,,,,,,,,
WP_187414130.1,Nonomuraea sp. PA05,NZ_VSEY01000001.1,WP_148432583.1,522246,521022,-,,,,,,,,,,,,,,,,,,,,
WP_187414130.1,Nonomuraea sp. PA05,NZ_VSEY01000001.1,WP_187414131.1,523037,522245,-,PF03301,Trp_dioxygenase,"Tryptophan 2,3-dioxygenase",3.40E-58,,,,,,,,,,,,,,,,
WP_187414130.1,Nonomuraea sp. PA05,NZ_VSEY01000001.1,WP_187414132.1,523213,524500,+,PF01757,Acyl_transf_3,Acyltransferase family,4.20E-24,,,,,,,,,,,,,,,,
OQA35895.1,Candidatus Dependentiae bacterium ADurb.Bin331,MWBD01000011.1,OQA35894.1,972,5310,+,,,,,,,,,,,,,,,,,,,,
OQA35895.1,Candidatus Dependentiae bacterium ADurb.Bin331,MWBD01000011.1,OQA35895.1,5984,5348,-,PF05050,Methyltransf_21,Methyltransferase FkbM domain,1.50E-14,,,,,,,,,,,,,,,,
OQA35895.1,Candidatus Dependentiae bacterium ADurb.Bin331,MWBD01000011.1,OQA35896.1,8230,5989,-,PF01131,Topoisom_bac,DNA topoisomerase,1.70E-127,PF01396,zf-C4_Topoisom,Topoisomerase DNA binding C4 zinc finger,4.10E-30,PF01751,Toprim,Toprim domain,1.50E-22,,,,,,,,
OQA35895.1,Candidatus Dependentiae bacterium ADurb.Bin331,MWBD01000011.1,OQA35897.1,8421,9138,+,,,,,,,,,,,,,,,,,,,,
OQA35895.1,Candidatus Dependentiae bacterium ADurb.Bin331,MWBD01000011.1,OQA35898.1,9212,9947,+,PF01553,Acyltransferase,Acyltransferase,7.90E-20,,,,,,,,,,,,,,,,
OQA35895.1,Candidatus Dependentiae bacterium ADurb.Bin331,MWBD01000011.1,OQA35899.1,9943,10936,+,PF00092,VWA,von Willebrand factor type A domain,2.70E-26,PF13519,VWA_2,von Willebrand factor type A domain,5.40E-16,,,,,,,,,,,,
OQA35895.1,Candidatus Dependentiae bacterium ADurb.Bin331,MWBD01000011.1,OQA35900.1,10944,11940,+,PF00092,VWA,von Willebrand factor type A domain,2.90E-19,PF13519,VWA_2,von Willebrand factor type A domain,7.40E-18,PF13768,VWA_3,von Willebrand factor type A domain,3.60E-05,,,,,,,,
TLY52353.1,Gammaproteobacteria bacterium,VBNZ01000064.1,TLY52349.1,1483,1873,+,PF14346,DUF4398,Domain of unknown function (DUF4398),1.40E-11,,,,,,,,,,,,,,,,
TLY52353.1,Gammaproteobacteria bacterium,VBNZ01000064.1,TLY52350.1,1869,2832,+,PF00691,OmpA,OmpA family,3.60E-15,PF14346,DUF4398,Domain of unknown function (DUF4398),5.90E-05,,,,,,,,,,,,
TLY52353.1,Gammaproteobacteria bacterium,VBNZ01000064.1,TLY52351.1,3139,3361,+,PF04325,DUF465,Protein of unknown function (DUF465),2.20E-13,,,,,,,,,,,,,,,,
TLY52353.1,Gammaproteobacteria bacterium,VBNZ01000064.1,WP_007081046.1,3482,4785,+,,,,,,,,,,,,,,,,,,,,
TLY52353.1,Gammaproteobacteria bacterium,VBNZ01000064.1,TLY52352.1,4856,6020,+,PF01053,Cys_Met_Meta_PP,Cys/Met metabolism PLP-dependent enzyme,1.60E-145,,,,,,,,,,,,,,,,
TLY52353.1,Gammaproteobacteria bacterium,VBNZ01000064.1,TLY52353.1,6206,7703,+,PF13469,Sulfotransfer_3,Sulfotransferase family,2.10E-11,PF00685,Sulfotransfer_1,Sulfotransferase domain,3.60E-10,PF05050,Methyltransf_21,Methyltransferase FkbM domain,1.30E-09,,,,,,,,
TYB71346.1,Nonomuraea sp. PA05,VSEY01000001.1,TYB71342.1,512952,511809,-,PF06441,EHN,Epoxide hydrolase N terminus,4.80E-39,PF00561,Abhydrolase_1,alpha/beta hydrolase fold,4.10E-06,,,,,,,,,,,,
TYB71346.1,Nonomuraea sp. PA05,VSEY01000001.1,TYB71343.1,514502,512966,-,PF11794,HpaB_N,4-hydroxyphenylacetate 3-hydroxylase N terminal,2.60E-95,PF03241,HpaB,4-hydroxyphenylacetate 3-hydroxylase C terminal,1.50E-67,,,,,,,,,,,,
TYB71346.1,Nonomuraea sp. PA05,VSEY01000001.1,TYB71462.1,514677,515625,+,PF00891,Methyltransf_2,O-methyltransferase domain,3.70E-39,,,,,,,,,,,,,,,,
TYB71346.1,Nonomuraea sp. PA05,VSEY01000001.1,TYB71344.1,515621,516860,+,PF00067,p450,Cytochrome P450,8.40E-31,,,,,,,,,,,,,,,,
TYB71346.1,Nonomuraea sp. PA05,VSEY01000001.1,TYB71345.1,517775,516902,-,PF00797,Acetyltransf_2,N-acetyltransferase,2.80E-37,,,,,,,,,,,,,,,,
TYB71346.1,Nonomuraea sp. PA05,VSEY01000001.1,TYB71346.1,517807,518734,+,PF05050,Methyltransf_21,Methyltransferase FkbM domain,2.90E-06,,,,,,,,,,,,,,,,
TYB71346.1,Nonomuraea sp. PA05,VSEY01000001.1,TYB71347.1,518730,519477,+,PF00378,ECH_1,Enoyl-CoA hydratase/isomerase,8.70E-44,PF16113,ECH_2,Enoyl-CoA hydratase/isomerase,5.90E-25,,,,,,,,,,,,
TYB71346.1,Nonomuraea sp. PA05,VSEY01000001.1,TYB71463.1,519488,521051,+,PF01144,CoA_trans,Coenzyme A transferase,1.60E-26,,,,,,,,,,,,,,,,
TYB71346.1,Nonomuraea sp. PA05,VSEY01000001.1,TYB71348.1,522246,521022,-,,,,,,,,,,,,,,,,,,,,
TYB71346.1,Nonomuraea sp. PA05,VSEY01000001.1,TYB71349.1,523031,522245,-,PF03301,Trp_dioxygenase,"Tryptophan 2,3-dioxygenase",6.00E-58,,,,,,,,,,,,,,,,
TYB71346.1,Nonomuraea sp. PA05,VSEY01000001.1,TYB71350.1,523066,524500,+,PF01757,Acyl_transf_3,Acyltransferase family,6.10E-24,,,,,,,,,,,,,,,,
CCQ62311.1,Crocosphaera watsonii WH 0401,CAQM01000482.1,CCQ62307.1,255,0,-,,,,,,,,,,,,,,,,,,,,
CCQ62311.1,Crocosphaera watsonii WH 0401,CAQM01000482.1,CCQ62308.1,694,160,-,PF02776,TPP_enzyme_N,"Thiamine pyrophosphate enzyme, N-terminal TPP binding domain",1.00E-29,,,,,,,,,,,,,,,,
CCQ62311.1,Crocosphaera watsonii WH 0401,CAQM01000482.1,CCQ62309.1,716,851,+,,,,,,,,,,,,,,,,,,,,
CCQ62311.1,Crocosphaera watsonii WH 0401,CAQM01000482.1,CCQ62310.1,929,1757,+,PF05050,Methyltransf_21,Methyltransferase FkbM domain,1.20E-10,,,,,,,,,,,,,,,,
CCQ62311.1,Crocosphaera watsonii WH 0401,CAQM01000482.1,CCQ62311.1,1776,2136,+,,,,,,,,,,,,,,,,,,,,
CCQ62311.1,Crocosphaera watsonii WH 0401,CAQM01000482.1,CCQ62312.1,2314,2566,+,PF05050,Methyltransf_21,Methyltransferase FkbM domain,3.00E-07,,,,,,,,,,,,,,,,
CCQ62311.1,Crocosphaera watsonii WH 0401,CAQM01000482.1,CCQ62313.1,2838,2577,-,PF09493,DUF2389,Tryptophan-rich protein (DUF2389),5.40E-26,,,,,,,,,,,,,,,,
BAJ19055.1,Streptomyces sp. SANK 62799,AB538860.1,BAJ19050.1,26470,25270,-,PF03841,SelA,L-seryl-tRNA selenium transferase,1.80E-19,PF01053,Cys_Met_Meta_PP,Cys/Met metabolism PLP-dependent enzyme,0.00037,,,,,,,,,,,,
BAJ19055.1,Streptomyces sp. SANK 62799,AB538860.1,BAJ19051.1,27617,26462,-,,,,,,,,,,,,,,,,,,,,
BAJ19055.1,Streptomyces sp. SANK 62799,AB538860.1,BAJ19052.1,28877,27638,-,PF00464,SHMT,Serine hydroxymethyltransferase,6.80E-16,,,,,,,,,,,,,,,,
BAJ19055.1,Streptomyces sp. SANK 62799,AB538860.1,BAJ19053.1,29232,29496,+,PF12643,MazG-like,MazG-like family,1.00E-05,,,,,,,,,,,,,,,,
BAJ19055.1,Streptomyces sp. SANK 62799,AB538860.1,BAJ19054.1,29653,31939,+,PF02738,Ald_Xan_dh_C2,Molybdopterin-binding domain of aldehyde dehydrogenase,6.00E-151,PF01315,Ald_Xan_dh_C,"Aldehyde oxidase and xanthine dehydrogenase, a/b hammerhead domain",2.90E-25,,,,,,,,,,,,
BAJ19055.1,Streptomyces sp. SANK 62799,AB538860.1,BAJ19055.1,32000,32738,+,PF05050,Methyltransf_21,Methyltransferase FkbM domain,4.50E-15,,,,,,,,,,,,,,,,
BAJ19055.1,Streptomyces sp. SANK 62799,AB538860.1,BAJ19056.1,32867,33374,+,PF01799,Fer2_2,[2Fe-2S] binding domain,6.20E-30,PF00111,Fer2,2Fe-2S iron-sulfur cluster binding domain,1.00E-05,,,,,,,,,,,,
BAJ19055.1,Streptomyces sp. SANK 62799,AB538860.1,BAJ19057.1,33443,34313,+,PF00941,FAD_binding_5,FAD binding domain in molybdopterin dehydrogenase,1.60E-49,PF03450,CO_deh_flav_C,CO dehydrogenase flavoprotein C-terminal domain,2.80E-18,,,,,,,,,,,,
BAJ19055.1,Streptomyces sp. SANK 62799,AB538860.1,BAJ19058.1,34312,36346,+,PF00664,ABC_membrane,ABC transporter transmembrane region,3.70E-41,PF00005,ABC_tran,ABC transporter,1.50E-29,,,,,,,,,,,,
BAJ19055.1,Streptomyces sp. SANK 62799,AB538860.1,BAJ19059.1,36472,38311,+,PF00005,ABC_tran,ABC transporter,7.60E-32,PF00664,ABC_membrane,ABC transporter transmembrane region,1.00E-28,PF13401,AAA_22,AAA domain,2.80E-05,,,,,,,,
BAJ19055.1,Streptomyces sp. SANK 62799,AB538860.1,BAJ19060.1,39328,38413,-,PF01636,APH,Phosphotransferase enzyme family,2.10E-26,,,,,,,,,,,,,,,,
OGI21222.1,Candidatus Melainabacteria bacterium RIFOXYA2_FULL_32_9,MFRQ01000062.1,OGI21218.1,1427,872,-,,,,,,,,,,,,,,,,,,,,
OGI21222.1,Candidatus Melainabacteria bacterium RIFOXYA2_FULL_32_9,MFRQ01000062.1,OGI21233.1,2242,1423,-,PF04545,Sigma70_r4,"Sigma-70, region 4",1.30E-18,PF04542,Sigma70_r2,Sigma-70 region 2,7.00E-13,PF04539,Sigma70_r3,Sigma-70 region 3,4.80E-09,PF08281,Sigma70_r4_2,"Sigma-70, region 4",5.70E-08,,,,
OGI21222.1,Candidatus Melainabacteria bacterium RIFOXYA2_FULL_32_9,MFRQ01000062.1,OGI21219.1,2525,3803,+,PF05221,AdoHcyase,S-adenosyl-L-homocysteine hydrolase,1.70E-65,PF00670,AdoHcyase_NAD,"S-adenosyl-L-homocysteine hydrolase, NAD binding domain",3.00E-57,PF02826,2-Hacid_dh_C,"D-isomer specific 2-hydroxyacid dehydrogenase, NAD binding domain",8.20E-10,PF07991,IlvN,"Acetohydroxy acid isomeroreductase, NADPH-binding domain",2.80E-08,,,,
OGI21222.1,Candidatus Melainabacteria bacterium RIFOXYA2_FULL_32_9,MFRQ01000062.1,OGI21220.1,4187,3899,-,PF13616,Rotamase_3,PPIC-type PPIASE domain,1.50E-24,PF00639,Rotamase,PPIC-type PPIASE domain,1.80E-24,PF13145,Rotamase_2,PPIC-type PPIASE domain,8.70E-08,,,,,,,,
OGI21222.1,Candidatus Melainabacteria bacterium RIFOXYA2_FULL_32_9,MFRQ01000062.1,OGI21221.1,4843,4384,-,,,,,,,,,,,,,,,,,,,,
OGI21222.1,Candidatus Melainabacteria bacterium RIFOXYA2_FULL_32_9,MFRQ01000062.1,OGI21222.1,5578,5059,-,PF05050,Methyltransf_21,Methyltransferase FkbM domain,3.30E-18,,,,,,,,,,,,,,,,
OGI21222.1,Candidatus Melainabacteria bacterium RIFOXYA2_FULL_32_9,MFRQ01000062.1,OGI21223.1,6025,7765,+,PF02776,TPP_enzyme_N,"Thiamine pyrophosphate enzyme, N-terminal TPP binding domain",2.60E-55,PF02775,TPP_enzyme_C,"Thiamine pyrophosphate enzyme, C-terminal TPP binding domain",8.80E-55,PF00205,TPP_enzyme_M,"Thiamine pyrophosphate enzyme, central domain",6.90E-43,,,,,,,,
OGI21222.1,Candidatus Melainabacteria bacterium RIFOXYA2_FULL_32_9,MFRQ01000062.1,OGI21224.1,7783,8284,+,PF10369,ALS_ss_C,Small subunit of acetolactate synthase,5.20E-28,PF13710,ACT_5,ACT domain,2.30E-16,PF01842,ACT,ACT domain,9.90E-14,PF13291,ACT_4,ACT domain,0.0002,,,,
OGI21222.1,Candidatus Melainabacteria bacterium RIFOXYA2_FULL_32_9,MFRQ01000062.1,OGI21225.1,8311,9346,+,PF07991,IlvN,"Acetohydroxy acid isomeroreductase, NADPH-binding domain",8.40E-68,PF01450,IlvC,"Acetohydroxy acid isomeroreductase, catalytic domain",1.60E-66,PF02826,2-Hacid_dh_C,"D-isomer specific 2-hydroxyacid dehydrogenase, NAD binding domain",2.80E-07,PF03807,F420_oxidored,NADP oxidoreductase coenzyme F420-dependent,2.20E-06,PF03446,NAD_binding_2,NAD binding domain of 6-phosphogluconate dehydrogenase,1.70E-05
OGI21222.1,Candidatus Melainabacteria bacterium RIFOXYA2_FULL_32_9,MFRQ01000062.1,OGI21226.1,9575,11198,+,PF00682,HMGL-like,HMGL-like,9.20E-49,PF08502,LeuA_dimer,LeuA allosteric (dimerisation) domain,8.00E-23,,,,,,,,,,,,
OGI21222.1,Candidatus Melainabacteria bacterium RIFOXYA2_FULL_32_9,MFRQ01000062.1,OGI21227.1,11524,11203,-,PF00893,Multi_Drug_Res,Small Multidrug Resistance protein,7.70E-30,,,,,,,,,,,,,,,,
WP_184768629.1,Aminobacter carboxidus,NZ_JACZEP010000001.1,WP_184773781.1,621077,621938,+,PF04378,RsmJ,"Ribosomal RNA large subunit methyltransferase D, RlmJ",4.30E-79,,,,,,,,,,,,,,,,
WP_184768629.1,Aminobacter carboxidus,NZ_JACZEP010000001.1,WP_184773779.1,621991,622435,+,,,,,,,,,,,,,,,,,,,,
WP_184768629.1,Aminobacter carboxidus,NZ_JACZEP010000001.1,WP_184773777.1,622451,623165,+,PF00445,Ribonuclease_T2,Ribonuclease T2 family,1.50E-16,,,,,,,,,,,,,,,,
WP_184768629.1,Aminobacter carboxidus,NZ_JACZEP010000001.1,WP_184773775.1,623296,623896,+,PF13417,GST_N_3,"Glutathione S-transferase, N-terminal domain",8.30E-16,PF13409,GST_N_2,"Glutathione S-transferase, N-terminal domain",9.10E-12,PF02798,GST_N,"Glutathione S-transferase, N-terminal domain",5.80E-10,,,,,,,,
WP_184768629.1,Aminobacter carboxidus,NZ_JACZEP010000001.1,WP_184773773.1,624818,623942,-,PF01531,Glyco_transf_11,Glycosyl transferase family 11,7.50E-28,,,,,,,,,,,,,,,,
WP_184768629.1,Aminobacter carboxidus,NZ_JACZEP010000001.1,WP_184768629.1,625744,626479,+,PF05050,Methyltransf_21,Methyltransferase FkbM domain,5.20E-13,,,,,,,,,,,,,,,,
WP_184768629.1,Aminobacter carboxidus,NZ_JACZEP010000001.1,WP_184768630.1,627224,626564,-,PF13505,OMP_b-brl,Outer membrane protein beta-barrel domain,3.50E-26,PF01389,OmpA_membrane,OmpA-like transmembrane domain,5.20E-05,PF10082,BBP2_2,Putative beta-barrel porin 2,0.00061,,,,,,,,
WP_184768629.1,Aminobacter carboxidus,NZ_JACZEP010000001.1,WP_192565450.1,627641,628406,+,PF00106,adh_short,short chain dehydrogenase,5.50E-35,PF13561,adh_short_C2,Enoyl-(Acyl carrier protein) reductase,7.20E-34,PF08659,KR,KR domain,2.50E-09,,,,,,,,
WP_184768629.1,Aminobacter carboxidus,NZ_JACZEP010000001.1,WP_192565451.1,628402,630484,+,PF08459,UvrC_HhH_N,UvrC RIbonuclease H-like domain,9.60E-55,PF01541,GIY-YIG,GIY-YIG catalytic domain,4.00E-10,PF02151,UVR,UvrB/uvrC motif,8.30E-10,PF14520,HHH_5,Helix-hairpin-helix domain,7.30E-06,PF12826,HHH_2,Helix-hairpin-helix motif,4.40E-05
WP_184768629.1,Aminobacter carboxidus,NZ_JACZEP010000001.1,WP_115732827.1,630588,631185,+,PF01066,CDP-OH_P_transf,CDP-alcohol phosphatidyltransferase,6.00E-17,,,,,,,,,,,,,,,,
WP_184768629.1,Aminobacter carboxidus,NZ_JACZEP010000001.1,WP_115732826.1,631189,631444,+,PF02597,ThiS,ThiS family,9.70E-18,,,,,,,,,,,,,,,,
WP_165700667.1,Alienimonas californiensis,NZ_CP036265.1,WP_145358795.1,2531988,2530173,-,PF07992,Pyr_redox_2,Pyridine nucleotide-disulphide oxidoreductase,1.90E-27,PF13738,Pyr_redox_3,Pyridine nucleotide-disulphide oxidoreductase,6.00E-17,PF00027,cNMP_binding,Cyclic nucleotide-binding domain,8.40E-12,PF00070,Pyr_redox,Pyridine nucleotide-disulphide oxidoreductase,5.60E-10,PF01266,DAO,FAD dependent oxidoreductase,1.30E-07
WP_165700667.1,Alienimonas californiensis,NZ_CP036265.1,WP_145358796.1,2532055,2532493,+,PF06961,DUF1294,Protein of unknown function (DUF1294),1.10E-21,,,,,,,,,,,,,,,,
WP_165700667.1,Alienimonas californiensis,NZ_CP036265.1,WP_145358797.1,2532600,2534199,+,PF02321,OEP,Outer membrane efflux protein,3.60E-38,,,,,,,,,,,,,,,,
WP_165700667.1,Alienimonas californiensis,NZ_CP036265.1,WP_145358798.1,2535037,2534257,-,PF13367,PrsW-protease,PrsW family intramembrane metalloprotease,4.90E-16,,,,,,,,,,,,,,,,
WP_165700667.1,Alienimonas californiensis,NZ_CP036265.1,WP_145358799.1,2535892,2535322,-,,,,,,,,,,,,,,,,,,,,
WP_165700667.1,Alienimonas californiensis,NZ_CP036265.1,WP_165700667.1,2536684,2536093,-,PF05050,Methyltransf_21,Methyltransferase FkbM domain,3.30E-16,,,,,,,,,,,,,,,,
WP_165700667.1,Alienimonas californiensis,NZ_CP036265.1,WP_145358801.1,2538105,2537028,-,PF13793,Pribosyltran_N,N-terminal domain of ribose phosphate pyrophosphokinase,4.90E-30,PF00156,Pribosyltran,Phosphoribosyl transferase domain,1.90E-12,PF14572,Pribosyl_synth,Phosphoribosyl synthetase-associated domain,2.30E-11,,,,,,,,
WP_165700667.1,Alienimonas californiensis,NZ_CP036265.1,WP_145358802.1,2538220,2538922,+,,,,,,,,,,,,,,,,,,,,
WP_165700667.1,Alienimonas californiensis,NZ_CP036265.1,WP_145358803.1,2539003,2539438,+,PF00339,Arrestin_N,"Arrestin (or S-antigen), N-terminal domain",1.30E-08,,,,,,,,,,,,,,,,
WP_165700667.1,Alienimonas californiensis,NZ_CP036265.1,WP_145358804.1,2540705,2539448,-,,,,,,,,,,,,,,,,,,,,
WP_165700667.1,Alienimonas californiensis,NZ_CP036265.1,WP_145358805.1,2541268,2540872,-,,,,,,,,,,,,,,,,,,,,
WP_199141788.1,Pedobacter sp. ASV12,NZ_JAELUC010000120.1,WP_199141783.1,1204,2569,+,PF00534,Glycos_transf_1,Glycosyl transferases group 1,2.40E-10,PF13692,Glyco_trans_1_4,Glycosyl transferases group 1,3.00E-09,PF13579,Glyco_trans_4_4,Glycosyl transferase 4-like domain,7.70E-09,,,,,,,,
WP_199141788.1,Pedobacter sp. ASV12,NZ_JAELUC010000120.1,WP_199141784.1,2565,3399,+,PF05050,Methyltransf_21,Methyltransferase FkbM domain,5.40E-17,,,,,,,,,,,,,,,,
WP_199141788.1,Pedobacter sp. ASV12,NZ_JAELUC010000120.1,WP_199141785.1,3395,4337,+,PF00535,Glycos_transf_2,Glycosyl transferase family 2,1.80E-15,PF13641,Glyco_tranf_2_3,Glycosyltransferase like family 2,0.00049,,,,,,,,,,,,
WP_199141788.1,Pedobacter sp. ASV12,NZ_JAELUC010000120.1,WP_199141786.1,4329,5271,+,PF00535,Glycos_transf_2,Glycosyl transferase family 2,3.30E-29,PF10111,Glyco_tranf_2_2,Glycosyltransferase like family 2,6.10E-17,PF13641,Glyco_tranf_2_3,Glycosyltransferase like family 2,5.30E-14,,,,,,,,
WP_199141788.1,Pedobacter sp. ASV12,NZ_JAELUC010000120.1,WP_199141787.1,5267,5972,+,PF05050,Methyltransf_21,Methyltransferase FkbM domain,6.80E-13,,,,,,,,,,,,,,,,
WP_199141788.1,Pedobacter sp. ASV12,NZ_JAELUC010000120.1,WP_199141788.1,6034,6718,+,PF05050,Methyltransf_21,Methyltransferase FkbM domain,9.60E-23,,,,,,,,,,,,,,,,
WP_199141788.1,Pedobacter sp. ASV12,NZ_JAELUC010000120.1,WP_199141789.1,6714,7398,+,,,,,,,,,,,,,,,,,,,,
OUU64707.1,Candidatus Pelagibacter sp. TMED64,NHDR01000053.1,OUU64716.1,1528,1861,+,,,,,,,,,,,,,,,,,,,,
OUU64707.1,Candidatus Pelagibacter sp. TMED64,NHDR01000053.1,OUU64703.1,1857,2445,+,PF01380,SIS,SIS domain,2.70E-18,PF13580,SIS_2,SIS domain,3.30E-05,,,,,,,,,,,,
OUU64707.1,Candidatus Pelagibacter sp. TMED64,NHDR01000053.1,OUU64704.1,2441,3962,+,PF12804,NTP_transf_3,MobA-like NTP transferase domain,6.60E-10,PF00483,NTP_transferase,Nucleotidyl transferase,6.60E-07,,,,,,,,,,,,
OUU64707.1,Candidatus Pelagibacter sp. TMED64,NHDR01000053.1,OUU64705.1,3948,4305,+,,,,,,,,,,,,,,,,,,,,
OUU64707.1,Candidatus Pelagibacter sp. TMED64,NHDR01000053.1,OUU64706.1,4301,5177,+,,,,,,,,,,,,,,,,,,,,
OUU64707.1,Candidatus Pelagibacter sp. TMED64,NHDR01000053.1,OUU64707.1,5189,5975,+,PF05050,Methyltransf_21,Methyltransferase FkbM domain,1.10E-14,,,,,,,,,,,,,,,,
OUU64707.1,Candidatus Pelagibacter sp. TMED64,NHDR01000053.1,OUU64708.1,5971,6682,+,,,,,,,,,,,,,,,,,,,,
OUU64707.1,Candidatus Pelagibacter sp. TMED64,NHDR01000053.1,OUU64709.1,6669,7161,+,PF13489,Methyltransf_23,Methyltransferase domain,6.80E-09,PF08241,Methyltransf_11,Methyltransferase domain,0.00051,,,,,,,,,,,,
OUU64707.1,Candidatus Pelagibacter sp. TMED64,NHDR01000053.1,OUU64710.1,7160,8018,+,,,,,,,,,,,,,,,,,,,,
OUU64707.1,Candidatus Pelagibacter sp. TMED64,NHDR01000053.1,OUU64711.1,7998,9285,+,PF01041,DegT_DnrJ_EryC1,DegT/DnrJ/EryC1/StrS aminotransferase family,4.70E-75,,,,,,,,,,,,,,,,
OUU64707.1,Candidatus Pelagibacter sp. TMED64,NHDR01000053.1,OUU64712.1,9281,10988,+,PF02776,TPP_enzyme_N,"Thiamine pyrophosphate enzyme, N-terminal TPP binding domain",1.40E-38,PF02775,TPP_enzyme_C,"Thiamine pyrophosphate enzyme, C-terminal TPP binding domain",1.70E-31,PF00205,TPP_enzyme_M,"Thiamine pyrophosphate enzyme, central domain",2.30E-30,,,,,,,,
AKC92641.1,Amycolatopsis sp. SANK 60206,KP995196.1,AKC92636.1,30822,29667,-,,,,,,,,,,,,,,,,,,,,
AKC92641.1,Amycolatopsis sp. SANK 60206,KP995196.1,AKC92637.1,32080,30841,-,PF00464,SHMT,Serine hydroxymethyltransferase,2.10E-16,,,,,,,,,,,,,,,,
AKC92641.1,Amycolatopsis sp. SANK 60206,KP995196.1,AKC92638.1,32384,32648,+,PF12643,MazG-like,MazG-like family,4.50E-06,,,,,,,,,,,,,,,,
AKC92641.1,Amycolatopsis sp. SANK 60206,KP995196.1,AKC92639.1,32674,33457,+,PF08241,Methyltransf_11,Methyltransferase domain,1.10E-16,PF13649,Methyltransf_25,Methyltransferase domain,1.70E-14,PF00398,RrnaAD,Ribosomal RNA adenine dimethylase,7.90E-07,PF01209,Ubie_methyltran,ubiE/COQ5 methyltransferase family,2.70E-05,PF08242,Methyltransf_12,Methyltransferase domain,0.00024
AKC92641.1,Amycolatopsis sp. SANK 60206,KP995196.1,AKC92640.1,33453,35778,+,PF02738,Ald_Xan_dh_C2,Molybdopterin-binding domain of aldehyde dehydrogenase,1.80E-151,PF01315,Ald_Xan_dh_C,"Aldehyde oxidase and xanthine dehydrogenase, a/b hammerhead domain",5.00E-23,,,,,,,,,,,,
AKC92641.1,Amycolatopsis sp. SANK 60206,KP995196.1,AKC92641.1,35755,36490,+,PF05050,Methyltransf_21,Methyltransferase FkbM domain,2.70E-18,,,,,,,,,,,,,,,,
AKC92641.1,Amycolatopsis sp. SANK 60206,KP995196.1,AKC92642.1,36489,36987,+,PF01799,Fer2_2,[2Fe-2S] binding domain,2.60E-30,PF00111,Fer2,2Fe-2S iron-sulfur cluster binding domain,0.00015,,,,,,,,,,,,
AKC92641.1,Amycolatopsis sp. SANK 60206,KP995196.1,AKC92643.1,36983,37853,+,PF00941,FAD_binding_5,FAD binding domain in molybdopterin dehydrogenase,7.40E-45,PF03450,CO_deh_flav_C,CO dehydrogenase flavoprotein C-terminal domain,1.10E-16,,,,,,,,,,,,
AKC92641.1,Amycolatopsis sp. SANK 60206,KP995196.1,AKC92644.1,37875,38928,+,PF00296,Bac_luciferase,Luciferase-like monooxygenase,3.90E-45,,,,,,,,,,,,,,,,
AKC92641.1,Amycolatopsis sp. SANK 60206,KP995196.1,AKC92645.1,39725,39020,-,PF13561,adh_short_C2,Enoyl-(Acyl carrier protein) reductase,8.20E-58,PF00106,adh_short,short chain dehydrogenase,7.90E-49,PF08659,KR,KR domain,3.20E-15,PF01370,Epimerase,NAD dependent epimerase/dehydratase family,9.20E-07,,,,
AKC92641.1,Amycolatopsis sp. SANK 60206,KP995196.1,AKC92646.1,39952,41128,+,PF02801,Ketoacyl-synt_C,"Beta-ketoacyl synthase, C-terminal domain",2.10E-32,PF00109,ketoacyl-synt,"Beta-ketoacyl synthase, N-terminal domain",2.70E-16,,,,,,,,,,,,
WP_197154306.1,Synechococcus sp. CBW1006,NZ_CP060396.1,WP_197154297.1,2548734,2550228,+,PF03050,DDE_Tnp_IS66,Transposase IS66 family,3.90E-50,PF13005,zf-IS66,zinc-finger binding domain of transposase IS66,6.50E-08,,,,,,,,,,,,
WP_197154306.1,Synechococcus sp. CBW1006,NZ_CP060396.1,WP_197154299.1,2550504,2550276,-,,,,,,,,,,,,,,,,,,,,
